Lfd. Nr.;Datum;Areal;Fundstelle;Beschreibung;X;Y;Z;Kommentar;use for statistics?;Zeichnungsnummer;Foto?;FotoNr1;FotoNr2;Dateipfad;Seite
415;11.10.02;Hc.III.8.Ost;055;bearbeitetes Steinartefakt;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
397;10.10.02;Hc.III.8.West;085;Körper einer weibl. Terrakotte;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
398;10.10.02;Hc.III.6.Ost;089;Napf, vollständig;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
399;10.10.02;Hc.III.8.West;085A;Terrakottenfuß;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
400;10.10.02;Hc.III.8.West;095;Wagenfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
401;10.10.02;Hc.III.8.West;085A;Terrakottenfuß;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
402;10.10.02;Hc.III.8.West;085A;Terrakottenfuß;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
403;10.10.02;Hc.III.8.Ost;038;Napfprofil;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
404;10.10.02;Hc.III.9;065;Flintklingenfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
405;10.10.02;Hb.III.8;083;Flintklingenfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
406;10.10.02;Hc.III.8.West;086A;Napfprofil;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
407;10.10.02;Hc.III.8.West;086A;Napfprofil;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
408;10.10.02;Hc.III.8.West;086A;Gipsknauf;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
409;10.10.02;Hc.III.8.West;086A;durchbohrtes Tonobjekt;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
410;10.10.02;Hc.III.8.West;086A;Terrakottenfuß;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
411;10.10.02;Hc.III.9;065;Wagenmodell-Fragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
412;10.10.02;Hc.III.9;065;Muschelfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
413;10.10.02;Hc.III.9;065;Wagenradfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
414;10.10.02;Hc.III.9;065;Napfprofil;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;22
387;09.10.02;Hc.III.8.West;021A;Wagenmodell-Fragm.;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
388;09.10.02;Hc.III.6.Ost;089;Wagenradfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
389;09.10.02;Hc.III.8.Ost;085B;Torso, Tierterrakotte;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
390;09.10.02;Hc.III.8.West;092;Bronzenadel mit flachem Kopf;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
391;09.10.02;Hc.III.8.West;092;Terrakottenfüße;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
392;09.10.02;Hc.III.8.Ost;055;Steingerät;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
393;09.10.02;Hc.III.8.Ost;093;Bronzeklumpen;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
394;09.10.02;Hc.III.8.West;093;3 Fragmente: Siegelabrollung und Verschlüsse;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
395;09.10.02;Hc.III.8.West;085A;Tonfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
396;09.10.02;Hc.III.8.West;093;Wagenrad;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
367;08.10.02;Hc.III.8.West;086;Kopf Pferdeterrakotte;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
368;08.10.02;Hc.III.8.West;086;Perle;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
369;08.10.02;Hc.III.8.West;086;Fragm. Steinring;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
370;08.10.02;Hc.III.9;065;Fragm. Wagenrad;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
371;08.10.02;Hc.III.8.West;090;Terrakotte ohne Kopf;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
372;08.10.02;Hc.III.9;065;Flintklingenfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
373;08.10.02;Hc.III.6.Ost;015B;Räucherständerfragment;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
374;08.10.02;Hc.III.8.Ost;086B;Wagenrad;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
375;08.10.02;Hc.III.8.West;085A;Kopf weibl. Terrakotte;;;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
Lfd. Nr.;Datum;Areal;Fundstelle;Beschreibung;X;Y;Z;Kommentar;use for statistics?;Zeichnungsnummer;Foto?;FotoNr1;FotoNr2;Dateipfad;Seite
376;08.10.02;Hc.III.8.West;041;Wagen/Hausmodellfragm.;8,3;0,3;107,63;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
377;08.10.02;Hc.III.8.West;041;Flintklingenfragment;8,5;0,3;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
378;08.10.02;Hc.III.8.West;041;Flintklingenfragment;9,1;0,5;14,48;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
379;08.10.02;Hc.III.6.Ost;089;Torso weibl. Terrakotte;9,22;0,55;112,96;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
380;08.10.02;Hc.III.6.Ost;089;Tierterrakotte ?;8,56;0,85;112,82;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
381;08.10.02;Hc.III.9;065;Schüsselprofil;8,35;0,85;13,39;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
382;08.10.02;Hc.III.6.Ost;043;Flintgerät;8,35;0,85;13,39;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
383;08.10.02;Hc.III.6.Ost;043;Steingerät;8,5;0,95;110,32;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
384;08.10.02;Hc.III.8.West;086;ca. 30 Verschlussfragm.;8,9;0,95;12,88;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
385;08.10.02;Hc.III.6.Ost;089;Terrakottafuß;8,9;1,05;13,42;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
386;08.10.02;Hc.III.6.Ost;052;Flintfragm.;8,9;1,05;13,42;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;21
366;07.10.02;Hc.III.8.West;081;Wagenschild;;1,1;12,64;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
328;06.10.02;Hc.III.8.West;061;Verschluss mit Siegelung;9,20;1,40;112,93;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
329;06.10.02;Hc.III.8.West;084;Perle;9,86;1,44;113,44;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
330;06.10.02;Hc.III.8.West;084;Fuß einer Terrakotte;8,32;1,51;112,45;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
331;06.10.02;Hc.III.8.West;086;Kopf einer Terrakotte;8,3;1,65;12,86;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
332;06.10.02;Hc.III.8.West;086;Wagenradfragment;8,35;1,68;109,43;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
333;06.10.02;Hc.III.8.West;086;2 Bronzeklumpen;8,66;1,7;109,93;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
334;06.10.02;Hc.III.8.West;041;Schüsselprofil;8,5;1,8;13,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
335;06.10.02;Hc.III.9;065;Deckel;8,96;1,91;109,91;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
336;06.10.02;Hc.III.8.West;056;Wagenmodell Fragment;8,38;1,94;12,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
337;06.10.02;Hc.III.8.West;021;Schüsselprofil;8,48;1,96;12,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
338;06.10.02;Hc.III.8.West;021;Schüsselprofil;9,92;1,98;112,90;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
339;06.10.02;Hb.III.9;047;Siegelabrollung;8,43;1,98;12,83;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
340;06.10.02;Hb.III.9;047;Stierterrakotte;8,8;2;13,45;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
341;06.10.02;Hb.III.9;047;weibliche Terrakotte;8,8;2;13,45;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
342;06.10.02;Hc.III.6.Ost;076;Terrakottenfuß;8,8;2,1;12,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
343;06.10.02;Hc.III.9;065;Doppelgefäß-Fragment;8,6;2,2;107,13;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
344;06.10.02;Hc.III.8.West;086;Veschluss mit Siegelung;9,27;2,24;112,11;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
345;06.10.02;Hc.III.9;065;Terrakottenfuß;8,55;2,27;12,8;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
346;06.10.02;Hc.III.6.Ost;052;weibl. Terrakotte - Torso;9,2;2,3;13,02;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
347;06.10.02;Hc.III.6.Ost;052;Tonobjekt;9,66;2,35;110,66;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
348;06.10.02;Hc.III.8.Ost;001;Wagenradfragment;8,3;2,4;110,19;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
349;06.10.02;Hc.III.8.West;086;Wagenradfragment;8,87;2,42;110,28;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
350;06.10.02;Hc.III.9;087;Wagenrad;9,83;2,47;110,51;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
351;06.10.02;Hc.III.8.West;086;Körper einer weibl. Terrakotte;9,47;2,56;112,74;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
352;06.10.02;Hc.III.8.West;086;Terrakottenfuß (modelliert);8,90;2,80;112,53;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
353;06.10.02;Hc.III.8.West;086;Wagenrad;9,13;2,95;112,62;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
354;06.10.02;Hc.III.8.West;086;Vogelterrakotte;8,5;3;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
355;06.10.02;Hc.III.8.West;030;Kopf einer Tierterrakotte;9;3,15;13,83;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
356;06.10.02;Hc.III.9.Ost;032;Wagenmodell-Fragment;9;3,15;13,83;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
357;06.10.02;Hc.III.9.Ost;032;2 Fragmente einer Flintklinge;8,75;3,2;12,55;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
358;06.10.02;Hb.III.9.Ost;046;Räucherständer-Fragment;9,16;3,22;8,47;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
359;06.10.02;Hb.III.9.Ost;046;Räucherständer-Fragment;9,5;3,5;107,09;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
360;06.10.02;Hc.III.9;080;Wagenmodellfragment;8,65;3,51;112,90;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
361;06.10.02;Hc.III.9;080;Wagenmodellfragment;9,52;3,52;111,64;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;19
362;06.10.02;Hc.III.9;080;Wagenfragment;9,52;3,52;111,64;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
363;06.10.02;Hc.III.9;080;Wagenfragment;9,12;3,65;111,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
364;06.10.02;Hc.III.9;080;Flintgerät;8,3;3,7;12,4;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
365;06.10.02;Hc.III.9;080;Schüsselprofil;9,05;3,73;113,26;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;20
307;03.10.02;Hc.III.8.West;061;32 Fragmente, mehrere Verschlüsse;9,49;3,79;108,93;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
308;03.10.02;Hb.III.9;047;4 Verschluß-Fragmente;9,1;3,8;12,92;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
309;03.10.02;Hb.III.8;083;Fragment eines Wagenmodells;9,5;4,05;12,33;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
310;03.10.02;Hc.III.9;065;Wagenrad;8,55;4,25;114,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
311;03.10.02;Hc.III.8.West;070;2 Fragmente eines Räucherständers;9,56;4,32;112,66;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
312;03.10.02;Hc.III.8.West;070;Flintfragment;9,05;4,37;113,37;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
313;03.10.02;Hc.III.9;065;Armschmuck;8,90;4,38;113,67;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
314;03.10.02;Hc.III.8.West;064;Fragment eines Wagenmodells;9,56;4,43;112,50;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
315;03.10.02;Hc.III.8.West;064;Napfprofil;9,2;4,5;7,11;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
316;03.10.02;Hc.III.8.West;064;Schüsselprofil;8,58;4,59;112,47;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
317;03.10.02;Hc.III.8.West;065;poliertes Steingerät;8,7;4,65;10,7;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
318;03.10.02;Hc.III.8.West;065;Schüsselprofil;8,45;4,69;112,60;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
319;03.10.02;Hb.III.9;047;Terrakottenkörper;8,5;4,7;9,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
320;03.10.02;Hc.III.9;079;Terrakottenfragment;8,30;4,78;112,57;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
321;03.10.02;Hc.III.9;065;Bronzeklumpen;8,8;4,9;12,75;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
322;03.10.02;Hc.III.9;065;Wagenrad;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
323;03.10.02;Hc.III.9;065;Wagenmodell-Fragment;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
324;03.10.02;Hc.III.5.Ost;025;Fragment eines Wagenmodells;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
325;03.10.02;Hc.III.5.Ost;025;Miniatur Räucherständerfragment;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
326;03.10.02;Hc.III.5.Ost;025;Räucherständerfragment;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
327;03.10.02;Hc.III.5.Ost;025;2 Fragmente eines Räucherständers;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;18
297;02.10.02;Hc.III.9;061;2 Fragmente eines Wagenmodells;8,7;4,9;9,56;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
298;02.10.02;Hc.III.9;061;Räucherständer-Fragment mit geritzten Dreiecken und Kreisen verziert;9,4;5;11,82;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
299;02.10.02;Hc.III.9;065;Verschluß? Mit Fingerabdrücken;9,65;5,1;111,4;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
300;02.10.02;Hc.III.9;065;Perle?;9,40;5,15;110,75;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
301;02.10.02;Hc.III.8.West;081;Wagenrad-Fragment;9,05;5,18;112,42;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
302;02.10.02;Hc.III.8.West;081;Terrakottenfuß;9,76;5,37;111,05;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
303;02.10.02;Hc.III.8.West;081;Wagen-/Hausmodell;9,25;5,37;9,02;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
304;02.10.02;Hc.III.8.West;012;Miniatur Wagenmodell-Fragment;;5,4;13,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
305;02.10.02;Hc.III.9;082;6 Fragmente eines Wagenrads;;5,4;13,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
306;02.10.02;Hc.III.8.West;081;Terrakottenfuß;8,65;5,4;8,97;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;17
286;01.10.02;Hc.III.9;079;7 Muschelfragm., 3 durchbohrt;9,80;5,42;113,44;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
287;01.10.02;Hc.III.9;065;Flintklingenfragment;8,5;5,5;12,82;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
288;01.10.02;Hc.III.9;065;Türverschluss mit Siegelung;8,90;5,58;112,38;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
289;01.10.02;Hc.III.9;065;rundes Gipsobjekt mit knaufiger Applikation;8,49;5,58;111,18;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
290;01.10.02;Hc.III.9;065;Fragm. Wagenmodell;8,87;5,70;112,37;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
291;01.10.02;Hc.III.9;065;2 Fragm. Wagenmodell;8,87;5,70;112,37;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
292;01.10.02;Hc.III.9;065;Fragm. Wagenmodell;9,63;5,73;112,68;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
293;01.10.02;Hc.III.9;010;5 Fragm. Wagenmodell;9;5,75;13,24;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
294;01.10.02;Hc.III.9;065;Fragm. Tierterrakotte;8,6;5,8;13,5;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
295;01.10.02;Hc.III.9;065;Terrakotte mit Bart, hält etwas in Hand;8,6;5,8;13,5;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
296;01.10.02;Hc.III.9;065;Tierterrakotte mit ausgeprägtem Genitalbereich;8,34;5,84;"11,99 (Rand); 11,91 (Boden)";;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;16
276;30.09.02;Hc.III.8.West;041;7 Gipsstückchen, 5 durchbohrt;8,80;5,85;112,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
277;30.09.02;Hc.III.6.Ost;076;Miniaturgefäß mit 3 Beinen;8,80;5,85;112,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
278;30.09.02;Hc.III.9;065;Torso, weibl. Terrakotte;9,8;5,85;111;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
279;30.09.02;Hc.III.9;065;Fragm. Wagenmodell;8,42;5,97;11,91;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
280;30.09.02;Hc.III.9;065;Nadelfragment;8,55;6,00;113,44;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
281;30.09.02;Hc.III.9;065;Torso Terrakotte mit Kind;8,97;6;111,39;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
282;30.09.02;Hc.III.9;065;Tierterrakotte;9,3;6;12,7;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
283;30.09.02;Hc.III.8.West;061;Nadel;8,33;6,06;111,23;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
284;30.09.02;Hc.III.8.West;070;Fragm. Flintklinge;66,81;6,08;112,80;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
285;30.09.02;Hc.III.8.West;070;Reibsteinfragment;9,53;6,17;110,83;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
271;29.09.02;Hc.III.7.West;001C;Napfprofil;8,4;6,2;12,6;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
272;29.09.02;Hc.III.9.Ost;027;Hornsteinklinge;8,55;6,25;11,98;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
273;29.09.02;Hc.III.9.Ost;027;Terrakottenfuß;9,99;6,60;112,51;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
274;29.09.02;Hc.III.9;032;Fragm. Räucherständer;9,99;6,60;112,51;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
275;29.09.02;Hc.III.9;018;bearbeitete Keramikscherbe;9,80;6,62;112,59;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;15
251;28.09.02;Hc.III.8.West;013;Schüssel;9,80;6,62;112,59;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
252;28.09.02;Hc.III.8.West;070;Wagenradmodell;9,80;6,62;112,59;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
250;28.09.02;Hc.III.8.Ost;069;Reibstein;9,80;6,62;112,59;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
253;28.09.02;Hc.III.8.West;070;Türangelstein, Basalt;8,66;6,65;108,77;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
249;28.09.02;Hc.III.8.Ost;069;Räucherständerfragment, geritzt;9,28;6,67;111,72;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
254;28.09.02;Hc.III.8.West;013;Reibstein;8,62;6,7;11,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
257;28.09.02;Hc.III.8.West;013;Reibsteinfragment, Basalt;8,62;6,7;11,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
259;28.09.02;Hc.III.8.West;061;Schüssel;8,62;6,7;11,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
258;28.09.02;Hc.III.8.West;070;Reibsteinfragment, Basalt;8,62;6,7;11,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
255;28.09.02;Hc.III.8.West;013;Tonplakette mit Kreisapplikationen;8,56;6,9;112,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
256;28.09.02;Hc.III.8.West;013;Reibsteinfragment, Basalt;8,78;6,95;112,1;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;14
236;28.09.02;Hc.III.8.West;070;Körper einer weibl. Terrakotte;8,76;7,06;113,46;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
237;28.09.02;Hc.III.8.West;070;Schüsselprofil;9,3;7,1;106,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
238;28.09.02;Hc.III.8.West;070;Napf;9,3;7,1;11,98;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
239;28.09.02;Hc.III.8.West;070;Napf;8,7;7,2;13,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
240;28.09.02;Hc.III.8.West;070;Napf;8,74;7,25;111,34;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
241;28.09.02;Hc.III.8.Ost;069;Schüsselprofil;9,05;7,3;13,05;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
242;28.09.02;Hc.III.8.Ost;069;Durchbohrte Muschel;8,8;7,3;12,97;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
243;28.09.02;Hc.III.5.Ost;058;Reibstein, Basalt;8,42;7,35;111,63;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;13
