Lfd. Nr.;Datum;Areal;Fundstelle;Beschreibung;X;Y;Z;Kommentar;use for statistics?;Zeichnungsnummer;Foto?;FotoNr1;FotoNr2;Dateipfad;Seite
096;11.09.02;Hc.III.5.Ost;001;;8,95;7,95;11,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
097;11.09.02;Hc.III.8.West;001;Flintklinge;8,95;7,95;11,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;6
085;11.09.02;Hc.III.8.Ost;001;Terrakotte (anthropomorph);8,87;5,70;112,37;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
090;11.09.02;Hc.III.8.West;003;Muschel-Fragment;8,90;5,58;112,38;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
091;11.09.02;Hc.III.8.West;003;Terrakottenfragment (Vogel?);8,90;4,38;113,67;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
092;11.09.02;Hc.III.8.Ost;001;weibl. Terrakotte;8,90;2,80;112,53;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
086;11.09.02;Hc.III.8.Ost;001;Terrakottenfragment Torso;8,9;1,05;13,42;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
087;11.09.02;Hc.III.8.Ost;001;Muschel/Schnecke ohne Durchbohrung;8,9;1,05;13,42;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
089;11.09.02;Hc.III.8.West;003;Wagenrad-Fragment;8,9;0,95;12,88;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
070;10.09.02;Hc.III.6.Ost;001;Fragment eines Wagenmodells?;8,77;9,96;113,35;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
081;10.09.02;Hc.III.8.Ost;001;Fragment einer Tierterrakotte;8,8;9,76;112,71;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
079;10.09.02;Hc.III.8.Ost;001;Wagenrad;8,80;8,29;113,31;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
080;10.09.02;Hc.III.8.West;003;Wagenrad;8,80;8,29;113,31;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
082;10.09.02;Hc.III.8.Ost;001;Wagenrad;8,85;7,44;112,20;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
072;10.09.02;Hc.III.8.West;003;Tonklumpen (Verschlüsse?);8,8;7,3;12,97;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
071;10.09.02;Hc.III.8.West;003;Terrakottenfuß;8,78;6,95;112,1;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
077;10.09.02;Hb.III.9;018;Wagenmodell-Rad;8,80;5,85;112,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
078;10.09.02;Hb.III.9;018;Fragment eines Verschlusses;8,80;5,85;112,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
084;10.09.02;Hc.III.8.West;003;Terrakottenfuß;8,87;5,70;112,37;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
073;10.09.02;Hb.III.9;018;gesiegelter Tonverschluss;8,8;4,9;12,75;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
083;10.09.02;Hb.III.9;018;Fragment einer weibl. Terrakotte;8,87;2,42;110,28;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;5
076;10.09.02;Hc.III.8.West;003;Tonklumpen (Verschlüsse?);8,8;2,1;12,99;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
074;10.09.02;Hc.III.8.West;003;Meeresmuschel, verbrannt;8,8;2;13,45;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
075;10.09.02;Hc.III.8.West;003;Kopf einer weibl. Terrakotte;8,8;2;13,45;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
065;09.09.02;Hc.III.8.West;001;Terrakottenfuß;8,70;8,97;111,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
064;09.09.02;Hc.III.8.West;001;Räucherständerfragment;8,7;8,95;108,29;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
066;09.09.02;Hd.III.6.West;017;Bronzefragment;8,74;7,25;111,34;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
069;09.09.02;Hc.III.7.West;001;Kopf einer weibl. Terrakotte;8,76;7,06;113,46;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
067;09.09.02;Hc.III.8.West;003;Deckel;8,75;3,2;12,55;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
068;09.09.02;Hc.III.6.Ost;001;Tonobjekt mit Applikation;8,75;;113,19;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
060;08.09.02;Hc.III.8.West;003;Körper einer Stierterrakotte;8,68;8,06;8,91;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
046;08.09.02;Hc.III.7.West;001;Fragment einer Tierterrakotte;8,6;8,05;12,78;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
058;08.09.02;Hc.III.8.West;003;Fragment einer Flintklinge;8,67;7,50;112,73;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
059;08.09.02;Hc.III.8.West;003;Kopf einer weibl. Terrakotte;8,67;7,50;112,73;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
062;08.09.02;Hc.III.7.West;001;Wagenmodell-Rad;8,7;7,2;13,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
050;08.09.02;Hc.III.7.West;001;Terrakottenfuß;8,62;6,7;11,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
051;08.09.02;Hc.III.7.West;001;Fragment einer Flintklinge;8,62;6,7;11,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
052;08.09.02;Hc.III.8.West;003;Muschel-Fragment;8,62;6,7;11,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
053;08.09.02;Hc.III.9;010;Bronzenadel;8,62;6,7;11,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
057;08.09.02;Hc.III.8.West;003;Fragment einer weibl. Terrakotte (m. Kopf);8,66;6,65;108,77;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
047;08.09.02;Hc.III.8.West;003;Flintgerät;8,6;5,8;13,5;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
048;08.09.02;Hc.III.8.West;003;Flintklingenfragment;8,6;5,8;13,5;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
054;08.09.02;Hc.III.7.West;001;verziertes Gefäß-Fragment;8,65;5,4;8,97;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
043;08.09.02;Hc.III.7.West;001;Wagenmodell-Rad;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
044;08.09.02;Hc.III.9;010;Wagenmodell-Rad;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
045;08.09.02;Hc.III.7.West;001;Kopf einer weibl. Terrakotte;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
063;08.09.02;Hc.III.9;010;Flintgerät-Fragment (Abschlag?);8,7;4,9;9,56;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
061;08.09.02;Hc.III.8.West;003;Flintklingenfragment;8,7;4,65;10,7;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;4
055;08.09.02;Hc.III.9;010;Fragment einer weibl. Terrakotte (m. Kopf);8,65;3,51;112,90;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
049;08.09.02;Hc.III.8.West;003;Pferde-Terrakotte;8,6;2,2;107,13;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
056;08.09.02;Hc.III.7.West;001;Hausmodell-Fragment;8,66;1,7;109,93;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
033;07.09.02;Hd.III.6.West;001;Napf-Fragment;8,55;9,2;108,21;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
034;07.09.02;Hc.III.8.West;011;polierter, schwarzer Stein;8,55;7,35;108,28;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
038;07.09.02;Hc.III.7.West;001;Deckel mit plastischem Griff;8,56;6,9;112,07;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
036;07.09.02;Hc.III.7.West;001;plastisch verziertes Tonfragment;8,55;6,00;113,44;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
040;07.09.02;Hc.III.9;010;Deckel/Fuß? Schwarze Euphrat-Ware?;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
041;07.09.02;Hc.III.7.West;001;Wagenmodell-Rad;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
042;07.09.02;Hc.III.7.West;001;Kopf einer Terrakotte;8,6;4,9;11,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
039;07.09.02;Hc.III.8.West;003;Flintklingenfragment;8,58;4,59;112,47;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;3
035;07.09.02;Hc.III.9;010;durchbohrt Muschelfragment;8,55;4,25;114,03;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
032;07.09.02;Hc.III.9;bewegte Erde;Pferde-Terrakotte;8,55;2,27;12,8;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
037;07.09.02;Hc.III.7.West;001;2 Terrakottenfüße;8,56;0,85;112,82;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
031;05.09.02;Hc.III.7.Ost;008;Kopf einer weibl. Terrakotte;8,55;6,25;11,98;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
026;05.09.02;Hc.III.8.West;003;Körper einer weibl. Terrakotte;8,5;5,5;12,82;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
029;05.09.02;Hc.III.8.West;003;Terrakottenfuß;8,5;4,7;9,52;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
028;05.09.02;Hc.III.8.West;002;Deckel;8,5;3;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
027;05.09.02;Hc.III.8./West;003;Tierterrakotte;8,5;1,8;13,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
030;05.09.02;Hc.III.8.West;002;Schüsselprofil;8,5;0,95;110,32;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
017;04.09.02;Hc.III.8.West;001;Körper einer Terrakotte;8,4;9,88;112,14;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
020;04.09.02;Hc.III.8.West;003;Körper einer Tierterrakotte;8,42;9,64;113,00;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
005;04.09.02;Hc.III.8.West;001;Wagenmodell-Fragment;8,35;8,8;108,19;;;;y;49;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
016;04.09.02;Hc.III.8.West;001;Fragment eines Räucherständers;8,4;8,55;11,22;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
014;04.09.02;Hc.III.8.West;001;Körper einer weibl. Terrakotte;8,39;8,20;112,65;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
019;04.09.02;Hc.III.8_West;003;Wagenmodell-Schild;8,42;7,35;111,63;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
015;04.09.02;Hc.III.8.West;001;Wagenmodell-Fragmente;8,4;6,2;12,6;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
018;04.09.02;Hc.III.7.Ots;001;Bronzenadel;8,42;5,97;11,91;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
024;04.09.02;Hc.III.8.West;003;Fragment einer Klinge;8,49;5,58;111,18;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
022;04.09.02;Hc.III.8.West;003;Fragment einer Terrakotte (Fuß);8,45;4,69;112,60;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
021;04.09.02;Hc.III.7.Ost;001;Perle;8,43;1,98;12,83;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
023;04.09.02;Hc.III.8.West;002;Flintfragment und ein Steinfragment;8,48;1,96;12,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
013;04.09.02;Hc.III.8.West;001;Unterteil einer Terrakotte;8,38;1,94;12,84;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
006;04.09.02;Hc.III.8.West;001;Körper einer weibl. Terrakotte;8,35;1,68;109,43;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
025;04.09.02;Hc.III.8.West;003;Schnecke;8,5;0,3;;;;;yes;84;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;2
009;03.09.02;Hc.III.8.West;001;Körper einer weibl. Terrakotte;8,33;6,06;111,23;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
010;03.09.02;Hc.III.7.Ost;001;Terrakottenfuß;8,34;5,84;;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
007;03.09.02;Hc.III.7.Ost;001;Schnecke;8,30;4,78;112,57;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
003;03.09.02;Hc.III.8.West;001;Perle (Knochen?);8,3;2,4;110,19;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
002;03.09.02;Hc.III.8.West;001;Wagenrad;8,3;1,65;12,86;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
008;03.09.02;Hc.III.7.Ost;001;Wagenmodell-Rad;8,32;1,51;112,45;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
011;03.09.02;Hc.III.7.Ost;001;Kopf einer Tierterrakotte;8,35;0,85;13,39;;;;ja;83;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
012;03.09.02;Hc.III.8.West;001;Wagenmodell-Rad;8,35;0,85;13,39;;;;y;89!;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
004;03.09.02;Hc.III.8.West;001;Kopf einer weiblichen Terrakotte;8,3;0,3;107,63;;;;;;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
001;01.09.02;Hb.III.8;bewegte Erde;2 Fragmente Flint, 1 vollständige Flintklinge;8,3;3,7;12,4;;;;yes;90;;…\_data\H\2002\2002_Funde\2002_Kleinfundliste_1.pdf;1
020;2005;Hc.III.04;000;ceramics;;5,4;13,84;;;;;;;;
032;2005;Hd.III.05;000;figurine;;5,4;13,84;;;;;;;;
045;2004;Hc.III.04;000;ceramics;;1,1;12,64;;;;;;;;
000;1990;;000;chipped stone artifact/stone;;;;nicht in FundInv gelistet (aber gezeichnet);no;H5013;;;;;
000;1990;;000;chipped stone artifact/stone;;;;nicht in FundInv gelistet (aber gezeichnet);no;H5012;;;;;
000;1990;;000;ceramics;;;;nicht in FundInv gelistet (aber gezeichnet);no;H5011;;;;;
000;1990;;000;chariot model;;;;nicht in FundInv gelistet (aber gezeichnet);no;H5009;;;;;
001;1987;Hb.IV.02;000;chipped stone artifact/stone;;;;;;H4001;y;87.037;;;
010;1987;Hb.IV.01;000;chipped stone artifact/stone;;;;;;H4010;;;;;
110;1983;Hc.III.09;000;chariot model/clay;;;;"""aus Steg zwischen c8 und c9""";;H2095;;;;;
111;1983;Ha.III.09;000;chariot model/clay;;;;;;H2096;;;;;
251;1983;Hb.III.09;000;chipped stone artifact/stone;;;;"""aus Steg""";;H2197;;;;;
076;1982;Hb.III.09;000;chariot model/clay;2015,7;332.8;;;;;;;;;
326;1959;;000;figurine/terracotta;;;;neben linker Hand des Toten;;;;;;;
332;1959;;000;figurine/terracotta;;;;;;;;;;;
333;1959;;000;figurine/terracotta;;;;;;;;;;;
334;1959;;000;figurine/terracotta;;;;;;;;;;;
335;1959;;000;chariot model/clay;;;;aus Raum III2;;;;;;;
347;1958;;000;;;;;"""Häuser"" B (nach Fundlisten); in MAP_802 ist das B durchgestrichen!";yes;;yes;"(MAP_802,76) 15/12 + 16/13; (MAP_802,77) 15/14";;;
000;1958;;000;;;;;Häuser B, Straße;;;yes;(MAP_802,87a, rechts) 17/31;;;
000;1958;;000;;;;;Häuser B, Straße;;;yes;(MAP_802,87a, links) 17/31;;;
000;1958;;000;;;;;Häuser B, Straße;;;yes;(MAP_802,86b) 17/31;;;
000;1958;;000;ceramics/clay;;;;Häuser E;;(MAP_802,87b) 14/21;yes;;;;
294;1958;;000;ceramics/clay;;;;"""Häuser A, nordwestlich""";;(MAP_802,99) 15/19;yes;;;;
295;1958;;000;;;;;"""Häuser A, nordwestlich""";;;yes;"(MAP_802,90) 12/24; (MAP_802,91) 12/24";;;
296;1958;;000;ceramics/clay;;;;Häuser nordwestlich;;;no;;;;
297;1958;;000;ceramics/clay;;;;"""Häuser A, nordwestlich""";;(MAP_802,71) 12/24;yes;;;;
299;1958;;000;ceramics/clay;;;;"""Häuser, nordwestlich""";;;no;;;;
300;1958;;000;ceramics/clay;;;;"""Häuser, nordwestlich""";;;no;;;;
301;1958;;000;ceramics/clay;;;;"""Häuser, nordwestlich""";;;no;;;;
305;1958;;000;ceramics/clay;;;;Häuser A, im NW-Abschnitt, mit Keil-Inschrift;;(MAP_802,114) 12/23;yes;;;;
306;1958;;000;ceramics/clay;;;;"""Häuser"" A vom Metrab.";;(MAP_802,101) 14/2;yes;;;;
306;1958;;000;ceramics/clay;;;;"""Häuser"" A vom Metrab.";;(MAP_802,100) 14/2;yes;;;;
310;1958;;000;ceramics/clay;;;;"""Häuser"" vom Metrab nordwestliche Erweiterung";;(MAP_802,93) 13/30;yes;;;;
311;1958;;000;ceramics/clay;;;;"""Häuser"" vom Metrab nordwestliche Erweiterung";;(MAP_802,97) 13/30;yes;;;;
312;1958;;000;ceramics/clay;;;;"""Häuser"" vom Metrab nordwestliche Erweiterung";;;no;;;;
317;1958;;000;ceramics/clay;;;;"""Häuser"" vom Metrab nordwestliche Erweiterung";;(MAP_802,89) 14/12;yes;;;;
318;1958;;000;ceramics/clay;;;;"""Häuser"" vom Metrab nordwestliche Erweiterung";;(MAP_802,102) 13/36;yes;;;;
322;1958;;000;ceramics/clay;;;;"""Häuser"" B";;;no;;;;
330;1958;;000;ceramics/clay;;;;"""Häuser"" B";;;no;;;;
331;1958;;000;ceramics/clay;;;;"""Häuser"" B";;(MAP_802,94) 13/29;yes;;;;
332;1958;;000;ceramics/clay;;;;"""Häuser"" C ";;(MAP_802,95) 13/28;yes;;;;
336;1958;;000;ceramics/clay;;;;"""Häuser"" C";;(MAP_802,72) 14/12;yes;;;;
337;1958;;000;ceramics/clay;;;;"""Häuser"" C";;;no;;;;
338;1958;;000;ceramics/clay;;;;"""Häuser"" C";;;no;;;;
341;1958;;000;ceramics/clay;;;;"""Häuser"" B (nach Fundlisten); Häuser C (nach MAP_802,74) ";;(MAP_802,74) 15/13;yes;;;;
342;1958;;000;ceramics/clay;;;;"""Häuser"" B";;;no;;;;
344;1958;;000;ceramics/clay;;;;"""Häuser"" B (nach Fundliste); Häuser D (nach MAP_802,53); Keramik mit besonderer/auffälliger Form: auf Foto 1 ähnlich einem wheel model; Achsenloch (vielleicht mehrere?), in Beschr. als wagenförmiges Tier beschrieben(?!)";;(MAP_802,53) 16/3;yes;;;;
398;1958;;000;bead/stone;;;;Abschnitt 1 vom Metrab.;;(MAP_802,110) ;no;;;;
401;1958;;000;bead/glass;;;;"""Häuser"" C. 35cm unter der Oberfläche an der S-O-Kante; verbrannt";;(MAP_802,111);no;;;;
401;1958;;000;bead/glass;;;;"""Häuser"" unter dem Steg zwischen B u. C; verbrannt";;(MAP_802,111);no;;;;
401;1958;;000;bead/glass;;;;"""Häuser"" B 65cm von Oberkante d. dunkelbraunen Mauer mit weißem Putz; verbrannt";;(MAP_802,111);no;;;;
